label,prob,Kit_NN_prediction,Kit_NN_prediction_value
264,71.03626251220703,negative,0.0
265,99.99773406982422,negative,0.0
266,98.9212417602539,negative,0.0
267,99.3223876953125,negative,0.0
268,99.9980697631836,negative,0.0
269,61.98624420166016,positive,1.0
270,99.99993896484376,negative,0.0
271,100.0,negative,0.0
272,99.91607666015624,negative,0.0
273,96.8313446044922,negative,0.0
274,99.99996185302734,negative,0.0
275,92.0614013671875,positive,1.0
276,99.82511138916016,negative,0.0
277,99.99713897705078,negative,0.0
278,99.98126983642578,negative,0.0
279,99.99754333496094,negative,0.0
280,99.99978637695312,negative,0.0
281,99.99862670898438,negative,0.0
282,99.98199462890624,negative,0.0
283,99.99537658691406,negative,0.0
284,99.99215698242188,negative,0.0
285,99.95556640625,negative,0.0
286,99.97638702392578,negative,0.0
287,99.99620819091795,negative,0.0
288,65.92530059814453,positive,1.0
289,99.9987335205078,negative,0.0
290,71.0391845703125,positive,1.0
291,88.11038208007812,positive,1.0
292,87.74494171142578,positive,1.0
293,99.99835205078124,negative,0.0
294,99.99226379394533,negative,0.0
295,99.99828338623048,negative,0.0
296,98.62770080566406,positive,1.0
298,99.99998474121094,negative,0.0
299,99.98371887207033,negative,0.0
300,99.99887084960938,negative,0.0
301,99.98754119873048,negative,0.0
302,99.99935913085938,negative,0.0
303,99.60233306884766,negative,0.0
304,99.99993133544922,negative,0.0
305,100.0,negative,0.0
306,99.99998474121094,negative,0.0
307,99.96183013916016,negative,0.0
308,97.2527847290039,negative,0.0
309,99.30200958251952,negative,0.0
310,95.2314224243164,positive,1.0
311,94.92837524414062,negative,0.0
312,99.89309692382812,negative,0.0
313,99.80647277832033,negative,0.0
314,99.3948974609375,negative,0.0
315,99.99991607666016,negative,0.0
316,99.99942779541016,negative,0.0
317,99.99919128417967,negative,0.0
318,99.98420715332033,negative,0.0
319,99.82713317871094,negative,0.0
320,99.9989013671875,negative,0.0
321,99.22582244873048,negative,0.0
322,99.99923706054688,negative,0.0
323,99.9994125366211,negative,0.0
324,96.88048553466795,positive,1.0
325,100.0,negative,0.0
326,99.70760345458984,negative,0.0
327,99.98353576660156,negative,0.0
328,97.24895477294922,positive,1.0
329,99.9982681274414,negative,0.0
330,94.87428283691406,positive,1.0
331,83.20051574707031,negative,0.0
332,99.99898529052734,negative,0.0
333,99.99970245361328,negative,0.0
334,99.99842834472656,negative,0.0
335,98.5689926147461,negative,0.0
336,99.9956512451172,negative,0.0
337,99.99989318847656,negative,0.0
338,99.99959564208984,negative,0.0
339,99.31815338134766,negative,0.0
340,99.9999542236328,negative,0.0
341,99.99693298339844,negative,0.0
342,99.19593048095705,negative,0.0
343,99.9997100830078,negative,0.0
344,98.76055908203124,negative,0.0
345,99.99947357177734,negative,0.0
346,99.9877700805664,negative,0.0
347,99.99862670898438,negative,0.0
348,99.9996566772461,negative,0.0
349,94.96038818359376,positive,1.0
350,98.47918701171876,positive,1.0
351,99.99942779541016,negative,0.0
352,85.35620880126953,positive,1.0
353,99.9977798461914,negative,0.0
354,99.99977111816406,negative,0.0
355,97.33438873291016,negative,0.0
356,97.33590698242188,positive,1.0
357,99.98633575439452,negative,0.0
358,97.47708129882812,positive,1.0
359,95.58995819091795,negative,0.0
360,99.86370086669922,negative,0.0
361,99.9992218017578,negative,0.0
362,99.99868774414062,negative,0.0
363,79.59961700439453,negative,0.0
364,99.99927520751952,negative,0.0
365,99.99847412109376,negative,0.0
366,99.99987030029295,negative,0.0
367,87.01165771484375,negative,0.0
368,87.35527801513672,positive,1.0
369,100.0,negative,0.0
370,99.99977111816406,negative,0.0
371,99.99978637695312,negative,0.0
372,99.99900817871094,negative,0.0
373,99.9949722290039,negative,0.0
374,99.47135925292967,negative,0.0
375,99.35020446777344,negative,0.0
376,99.9974594116211,negative,0.0
377,99.9996566772461,negative,0.0
378,99.99786376953124,negative,0.0
379,99.91717529296876,negative,0.0
380,95.68023681640624,positive,1.0
381,99.99610137939452,negative,0.0
382,54.66929626464844,negative,0.0
383,99.99993896484376,negative,0.0
384,98.76805877685548,negative,0.0
385,82.57306671142578,positive,1.0
386,99.99968719482422,negative,0.0
387,99.7094955444336,negative,0.0
388,99.92887878417967,negative,0.0
389,99.9999771118164,negative,0.0
390,99.98699188232422,negative,0.0
391,99.98013305664062,negative,0.0
392,99.92290496826172,negative,0.0
393,99.97320556640624,negative,0.0
394,94.69938659667967,positive,1.0
395,99.81803894042967,negative,0.0
396,76.55958557128906,positive,1.0
397,62.173946380615234,negative,0.0
398,99.99990844726562,negative,0.0
399,99.93106079101562,negative,0.0
400,99.99996185302734,negative,0.0
401,99.98838806152344,negative,0.0
402,99.41119384765624,negative,0.0
403,99.81175994873048,negative,0.0
404,99.99879455566406,negative,0.0
405,99.99929809570312,negative,0.0
406,80.12513732910156,negative,0.0
407,99.92520141601562,negative,0.0
408,75.25939178466797,negative,0.0
409,99.98844909667967,negative,0.0
410,99.9882583618164,negative,0.0
411,99.99998474121094,negative,0.0
412,99.9999771118164,negative,0.0
413,99.95845794677734,negative,0.0
414,99.9700698852539,negative,0.0
415,91.21986389160156,positive,1.0
416,99.97173309326172,negative,0.0
417,98.41071319580078,negative,0.0
418,99.79273986816406,positive,1.0
419,99.98596954345705,negative,0.0
420,99.97959899902344,negative,0.0
421,99.99938201904295,negative,0.0
422,99.92314910888672,negative,0.0
423,99.9994659423828,negative,0.0
424,99.6509246826172,positive,1.0
425,99.99932861328124,negative,0.0
426,99.98897552490234,negative,0.0
427,99.9999771118164,negative,0.0
428,98.67095184326172,positive,1.0
429,99.90259552001952,negative,0.0
430,93.1468734741211,negative,0.0
431,99.61299896240234,negative,0.0
432,89.22806549072266,positive,1.0
433,99.99944305419922,negative,0.0
434,94.0778350830078,positive,1.0
435,99.32366943359376,negative,0.0
436,99.98524475097656,negative,0.0
437,99.99921417236328,negative,0.0
438,97.70647430419922,negative,0.0
439,93.71693420410156,negative,0.0
440,99.99421691894533,negative,0.0
441,57.32569122314453,positive,1.0
442,88.47063446044922,positive,1.0
443,99.996826171875,negative,0.0
444,99.9900360107422,negative,0.0
445,99.9956512451172,negative,0.0
446,85.67505645751953,positive,1.0
447,99.07524871826172,negative,0.0
448,99.99947357177734,negative,0.0
449,99.9990234375,negative,0.0
450,56.14023208618164,negative,0.0
451,99.96393585205078,negative,0.0
452,99.94276428222656,negative,0.0
453,65.76321411132812,positive,1.0
454,99.98967742919922,negative,0.0
455,99.9994125366211,negative,0.0
456,99.80601501464844,negative,0.0
457,99.9992218017578,negative,0.0
458,99.9972686767578,negative,0.0
459,64.74078369140625,negative,0.0
460,99.99620819091795,negative,0.0
461,99.98841094970705,negative,0.0
462,99.9153823852539,negative,0.0
463,99.99862670898438,negative,0.0
464,99.99298858642578,negative,0.0
465,99.99968719482422,negative,0.0
466,99.8642120361328,negative,0.0
467,99.99807739257812,negative,0.0
468,99.99951171875,negative,0.0
469,99.99877166748048,negative,0.0
470,99.8448257446289,negative,0.0
471,99.99344635009766,negative,0.0
472,99.94651794433594,negative,0.0
473,99.99984741210938,negative,0.0
474,99.39739227294922,negative,0.0
475,99.9934310913086,negative,0.0
476,99.96770477294922,negative,0.0
477,99.99977111816406,negative,0.0
478,99.93124389648438,negative,0.0
479,92.58501434326172,positive,1.0
480,83.72643280029297,negative,0.0
481,53.648231506347656,positive,1.0
482,99.5239715576172,negative,0.0
483,99.0385513305664,negative,0.0
484,99.89646911621094,negative,0.0
485,99.84612274169922,negative,0.0
486,99.71182250976562,negative,0.0
487,97.4725341796875,positive,1.0
488,99.99894714355467,negative,0.0
489,99.29469299316406,negative,0.0
490,99.93082427978516,negative,0.0
491,99.9969711303711,negative,0.0
492,94.2849578857422,positive,1.0
493,70.53266906738281,positive,1.0
494,99.43465423583984,negative,0.0
495,99.94935607910156,negative,0.0
496,99.96317291259766,negative,0.0
497,73.35743713378906,negative,0.0
498,99.99998474121094,negative,0.0
499,64.04020690917969,positive,1.0
500,99.98965454101562,negative,0.0
501,99.9980926513672,negative,0.0
502,62.21939468383789,negative,0.0
503,99.99984741210938,negative,0.0
504,99.3291473388672,negative,0.0
505,99.3330307006836,negative,0.0
506,99.96749114990234,negative,0.0
507,99.10968780517578,negative,0.0
508,99.9734344482422,negative,0.0
509,99.90406799316406,negative,0.0
510,99.73341369628906,negative,0.0
511,99.99633026123048,negative,0.0
512,100.0,negative,0.0
513,99.62067413330078,negative,0.0
514,99.99989318847656,negative,0.0
515,99.99686431884766,negative,0.0
516,99.99713897705078,negative,0.0
517,99.99993896484376,negative,0.0
518,99.99835205078124,negative,0.0
519,99.9814910888672,negative,0.0
520,99.99853515625,negative,0.0
521,99.97610473632812,negative,0.0
522,99.91505432128906,negative,0.0
523,81.7565689086914,positive,1.0
524,96.11456298828124,negative,0.0
525,99.98442840576172,negative,0.0
526,99.99777221679688,negative,0.0
527,99.9894027709961,negative,0.0
528,97.0059814453125,positive,1.0
530,63.48325729370117,negative,0.0
531,99.99915313720705,negative,0.0
532,99.9008560180664,negative,0.0
533,65.75180053710938,positive,1.0
534,97.3785629272461,positive,1.0
535,99.99993133544922,negative,0.0
536,82.38076782226562,positive,1.0
537,99.9886245727539,negative,0.0
538,99.99773406982422,negative,0.0
539,99.31241607666016,positive,1.0
540,68.21012878417969,positive,1.0
541,99.99105834960938,negative,0.0
542,99.9986801147461,negative,0.0
543,97.2154541015625,negative,0.0
544,67.19013214111328,negative,0.0
545,99.65860748291016,negative,0.0
546,99.99998474121094,negative,0.0
547,99.38693237304688,negative,0.0
548,99.9998550415039,negative,0.0
549,98.49081420898438,positive,1.0
550,99.93953704833984,negative,0.0
551,92.84234619140624,negative,0.0
552,99.99853515625,negative,0.0
553,99.99934387207033,negative,0.0
554,74.65547943115234,negative,0.0
555,99.99859619140624,negative,0.0
556,99.9954071044922,negative,0.0
557,99.9928741455078,negative,0.0
558,99.8758544921875,negative,0.0
559,99.99974822998048,negative,0.0
560,99.99993133544922,negative,0.0
561,99.99578857421876,negative,0.0
562,98.12538146972656,negative,0.0
563,97.22388458251952,negative,0.0
564,99.98448944091795,negative,0.0
565,65.00850677490234,negative,0.0
566,99.99984741210938,negative,0.0
567,99.99395751953124,negative,0.0
568,99.99959564208984,negative,0.0
569,100.0,negative,0.0
570,99.99913024902344,negative,0.0
571,99.36664581298828,positive,1.0
572,99.95866394042967,negative,0.0
573,98.09819793701172,negative,0.0
574,99.9241943359375,negative,0.0
575,55.94773864746094,positive,1.0
576,95.40847778320312,negative,0.0
577,99.98248291015624,negative,0.0
578,99.9954605102539,negative,0.0
579,84.54151153564453,negative,0.0
580,99.97472381591795,negative,0.0
581,99.99571990966795,negative,0.0
582,77.84127807617188,positive,1.0
583,99.9992218017578,negative,0.0
584,77.15259552001953,negative,0.0
585,100.0,negative,0.0
586,99.9141082763672,negative,0.0
587,99.17337799072266,negative,0.0
588,99.99972534179688,negative,0.0
589,66.69001007080078,negative,0.0
590,99.99842834472656,negative,0.0
591,100.0,negative,0.0
592,99.98696899414062,negative,0.0
593,94.39008331298828,positive,1.0
594,99.98925018310548,negative,0.0
595,99.90576934814452,negative,0.0
596,99.99972534179688,negative,0.0
597,99.9993896484375,negative,0.0
598,99.71710205078124,negative,0.0
599,92.33353424072266,negative,0.0
600,100.0,negative,0.0
601,100.0,negative,0.0
602,91.04837036132812,positive,1.0
603,99.8447036743164,negative,0.0
604,99.98176574707033,negative,0.0
605,99.99991607666016,negative,0.0
606,99.99966430664062,negative,0.0
607,77.00216674804688,positive,1.0
608,99.2592315673828,negative,0.0
609,99.99041748046876,negative,0.0
610,65.51731872558594,positive,1.0
611,97.24400329589844,negative,0.0
612,95.05030059814452,positive,1.0
613,99.22256469726562,negative,0.0
614,99.78407287597656,negative,0.0
615,99.9958953857422,negative,0.0
616,99.99700927734376,negative,0.0
617,99.9999771118164,negative,0.0
618,56.90375518798828,positive,1.0
619,100.0,negative,0.0
620,99.9586410522461,negative,0.0
622,99.9932861328125,negative,0.0
623,99.46903228759766,negative,0.0
624,97.27613830566406,negative,0.0
625,94.8170394897461,positive,1.0
626,99.99989318847656,negative,0.0
627,99.99942779541016,negative,0.0
628,99.99998474121094,negative,0.0
629,99.98841094970705,negative,0.0
630,99.4306182861328,negative,0.0
631,94.8459243774414,negative,0.0
632,55.33468627929688,positive,1.0
633,99.99641418457033,negative,0.0
634,99.99974822998048,negative,0.0
635,99.99984741210938,negative,0.0
636,99.99979400634766,negative,0.0
637,99.97045135498048,negative,0.0
638,99.99993133544922,negative,0.0
639,97.5361099243164,positive,1.0
640,98.08850860595705,positive,1.0
641,99.78583526611328,negative,0.0
642,99.99811553955078,negative,0.0
643,99.85559844970705,negative,0.0
644,99.99930572509766,negative,0.0
645,99.71912384033205,negative,0.0
646,99.98950958251952,negative,0.0
647,99.9829559326172,negative,0.0
648,99.99967956542967,negative,0.0
649,94.68927001953124,negative,0.0
650,99.92683410644533,negative,0.0
651,99.7160415649414,negative,0.0
652,99.997314453125,negative,0.0
653,99.99720001220705,negative,0.0
654,99.90129089355467,negative,0.0
655,99.9918212890625,negative,0.0
656,99.83831787109376,negative,0.0
657,99.99960327148438,negative,0.0
658,99.99983215332033,negative,0.0
659,99.9512176513672,negative,0.0
660,99.99982452392578,negative,0.0
661,99.99586486816406,negative,0.0
662,99.9998550415039,negative,0.0
663,98.42274475097656,negative,0.0
664,54.07493209838867,positive,1.0
665,97.79444122314452,negative,0.0
666,99.99884033203124,negative,0.0
667,99.95536041259766,negative,0.0
668,99.99420928955078,negative,0.0
669,97.83126068115234,negative,0.0
670,99.99998474121094,negative,0.0
671,99.99720764160156,negative,0.0
672,99.99644470214844,negative,0.0
673,92.65054321289062,positive,1.0
674,86.08710479736328,negative,0.0
675,97.77764129638672,positive,1.0
676,59.922611236572266,positive,1.0
677,97.1513900756836,positive,1.0
678,99.99984741210938,negative,0.0
679,98.77130126953124,negative,0.0
680,99.93173217773438,negative,0.0
681,99.8740463256836,negative,0.0
682,99.9980697631836,negative,0.0
683,99.9936065673828,negative,0.0
684,99.7963409423828,positive,1.0
685,99.9852523803711,negative,0.0
686,99.99951171875,negative,0.0
687,99.05323028564452,negative,0.0
688,99.98859405517578,negative,0.0
689,99.87464904785156,negative,0.0
690,95.98338317871094,negative,0.0
691,99.9999542236328,negative,0.0
692,77.7129898071289,positive,1.0
693,93.9253158569336,positive,1.0
694,99.64960479736328,negative,0.0
695,99.9198760986328,negative,0.0
696,99.905029296875,negative,0.0
697,99.91376495361328,negative,0.0
698,99.98815155029295,negative,0.0
699,89.27643585205078,negative,0.0
700,70.42662811279297,negative,0.0
701,82.96961212158203,positive,1.0
702,99.99739837646484,negative,0.0
703,67.74325561523438,positive,1.0
704,99.99830627441406,negative,0.0
705,92.83724212646484,negative,0.0
706,98.68909454345705,negative,0.0
707,99.86467742919922,negative,0.0
708,99.9754638671875,negative,0.0
709,99.62503051757812,positive,1.0
710,99.9719696044922,negative,0.0
711,99.99761962890624,negative,0.0
712,99.95661163330078,negative,0.0
713,98.46529388427734,negative,0.0
714,99.09416961669922,negative,0.0
715,99.98384857177734,negative,0.0
716,83.73648071289062,positive,1.0
717,99.9355239868164,negative,0.0
718,61.661903381347656,positive,1.0
719,99.99996185302734,negative,0.0
720,99.99268341064452,negative,0.0
721,99.9779052734375,negative,0.0
722,99.99190521240234,negative,0.0
723,99.90785217285156,negative,0.0
724,94.55064392089844,negative,0.0
725,99.9948501586914,negative,0.0
726,99.8461456298828,negative,0.0
727,98.32731628417967,positive,1.0
728,99.90445709228516,negative,0.0
729,99.98838806152344,negative,0.0
730,99.96944427490234,negative,0.0
731,99.8049774169922,negative,0.0
732,78.75566101074219,positive,1.0
733,96.90084838867188,positive,1.0
734,99.99158477783205,negative,0.0
735,99.77963256835938,negative,0.0
736,99.68775177001952,positive,1.0
737,98.19547271728516,positive,1.0
738,99.99954986572266,negative,0.0
739,99.99166870117188,negative,0.0
740,99.91181182861328,negative,0.0
741,99.95278930664062,negative,0.0
742,97.2373275756836,negative,0.0
743,95.4929656982422,negative,0.0
744,99.99798583984376,negative,0.0
745,99.99993896484376,negative,0.0
746,87.47603607177734,positive,1.0
747,99.99970245361328,negative,0.0
748,99.97509002685548,negative,0.0
749,99.7996063232422,negative,0.0
750,99.4815444946289,negative,0.0
751,99.97850036621094,negative,0.0
752,99.9969253540039,negative,0.0
753,99.9912109375,positive,1.0
754,99.96625518798828,negative,0.0
755,99.65577697753906,negative,0.0
756,78.80509185791016,negative,0.0
757,99.56800079345705,negative,0.0
758,98.27375030517578,negative,0.0
759,99.96336364746094,negative,0.0
760,99.78832244873048,negative,0.0
761,88.71915435791016,positive,1.0
762,99.80389404296876,negative,0.0
763,99.9998779296875,negative,0.0
764,99.9994125366211,negative,0.0
765,99.97511291503906,negative,0.0
766,96.20387268066406,positive,1.0
767,99.08678436279295,positive,1.0
768,98.95582580566406,positive,1.0
769,99.99927520751952,negative,0.0
770,98.5878677368164,negative,0.0
771,99.8679428100586,negative,0.0
772,99.94322967529295,negative,0.0
773,99.99993896484376,negative,0.0
774,99.9970932006836,negative,0.0
775,99.86605834960938,negative,0.0
776,99.99998474121094,negative,0.0
777,99.99906158447266,negative,0.0
778,99.99979400634766,negative,0.0
779,99.98212432861328,negative,0.0
780,99.59910583496094,negative,0.0
781,99.98711395263672,negative,0.0
782,99.9995346069336,negative,0.0
783,94.59754943847656,positive,1.0
784,99.9993667602539,negative,0.0
785,99.86673736572266,negative,0.0
786,99.99304962158205,negative,0.0
787,99.87195587158205,negative,0.0
788,99.99578094482422,negative,0.0
789,93.86312866210938,negative,0.0
790,99.0900421142578,positive,1.0
791,65.37983703613281,positive,1.0
792,99.99464416503906,negative,0.0
793,99.530029296875,negative,0.0
794,97.8338851928711,negative,0.0
795,70.52766418457031,positive,1.0
796,99.81058502197266,negative,0.0
797,73.185791015625,positive,1.0
798,99.99519348144533,negative,0.0
799,100.0,negative,0.0
800,99.99761962890624,negative,0.0
801,99.98792266845705,negative,0.0
802,99.03208923339844,negative,0.0
803,99.83216094970705,negative,0.0
804,90.18404388427734,positive,1.0
805,97.2063217163086,negative,0.0
806,99.99960327148438,negative,0.0
807,100.0,negative,0.0
808,99.99794006347656,negative,0.0
809,99.94220733642578,negative,0.0
810,99.45279693603516,positive,1.0
811,99.97631072998048,negative,0.0
812,99.80119323730467,negative,0.0
813,99.97927856445312,negative,0.0
814,99.9998779296875,negative,0.0
815,99.9995346069336,negative,0.0
816,99.75869750976562,positive,1.0
817,99.99998474121094,negative,0.0
818,99.99686431884766,negative,0.0
819,99.99365997314452,negative,0.0
820,99.99949645996094,negative,0.0
821,99.728271484375,negative,0.0
822,99.65242767333984,negative,0.0
823,99.98867797851562,negative,0.0
824,99.98818969726562,negative,0.0
825,99.99957275390624,negative,0.0
826,100.0,negative,0.0
827,99.9985580444336,negative,0.0
828,99.99252319335938,negative,0.0
