label,prob,CD45_NN_prediction,CD45_NN_prediction_value
452,100.0,negative,0.0
453,100.0,negative,0.0
454,100.0,negative,0.0
455,100.0,negative,0.0
456,76.4385757446289,positive,1.0
457,99.99991607666016,negative,0.0
458,100.0,negative,0.0
459,100.0,negative,0.0
460,99.99998474121094,negative,0.0
461,100.0,negative,0.0
462,99.9999771118164,negative,0.0
463,100.0,negative,0.0
464,100.0,negative,0.0
465,100.0,negative,0.0
466,100.0,negative,0.0
467,99.99996185302734,negative,0.0
468,100.0,negative,0.0
469,99.1726303100586,negative,0.0
470,100.0,negative,0.0
471,100.0,negative,0.0
472,99.99960327148438,negative,0.0
473,73.48747253417969,positive,1.0
474,99.7998504638672,negative,0.0
475,100.0,negative,0.0
476,100.0,negative,0.0
477,99.9999771118164,negative,0.0
478,100.0,negative,0.0
479,99.93892669677734,positive,1.0
480,99.99974822998048,negative,0.0
481,100.0,negative,0.0
482,99.99959564208984,negative,0.0
483,99.99993896484376,negative,0.0
484,99.9999771118164,negative,0.0
485,99.99998474121094,negative,0.0
486,99.99996185302734,negative,0.0
487,99.94989776611328,positive,1.0
488,100.0,negative,0.0
489,100.0,negative,0.0
490,99.99993896484376,negative,0.0
491,99.99813079833984,negative,0.0
492,99.9878387451172,positive,1.0
493,99.99788665771484,positive,1.0
494,100.0,negative,0.0
495,100.0,negative,0.0
496,99.9999771118164,negative,0.0
497,50.100372314453125,negative,0.0
498,100.0,negative,0.0
499,100.0,negative,0.0
500,100.0,negative,0.0
501,80.90973663330078,negative,0.0
502,99.88345336914062,negative,0.0
503,99.94012451171876,positive,1.0
504,100.0,negative,0.0
505,100.0,negative,0.0
506,100.0,negative,0.0
507,100.0,negative,0.0
508,99.9999542236328,negative,0.0
509,100.0,negative,0.0
510,55.8702278137207,positive,1.0
511,99.99925231933594,negative,0.0
512,100.0,negative,0.0
513,100.0,negative,0.0
514,100.0,negative,0.0
515,100.0,negative,0.0
516,99.9999542236328,negative,0.0
517,86.5486831665039,positive,1.0
518,100.0,negative,0.0
519,100.0,negative,0.0
520,100.0,negative,0.0
521,100.0,negative,0.0
522,100.0,negative,0.0
523,99.99604034423828,negative,0.0
524,99.99991607666016,negative,0.0
525,100.0,negative,0.0
526,99.99011993408205,negative,0.0
527,100.0,negative,0.0
528,99.9241943359375,negative,0.0
530,99.9873046875,positive,1.0
531,99.99573516845705,negative,0.0
532,64.54512786865234,positive,1.0
533,99.99982452392578,negative,0.0
534,99.99970245361328,negative,0.0
535,100.0,negative,0.0
536,99.72187042236328,negative,0.0
537,100.0,negative,0.0
538,100.0,negative,0.0
539,95.30368041992188,negative,0.0
540,94.03687286376952,negative,0.0
541,100.0,negative,0.0
542,100.0,negative,0.0
543,99.66374969482422,positive,1.0
544,99.99894714355467,positive,1.0
545,99.99984741210938,negative,0.0
546,98.77952575683594,negative,0.0
547,99.09441375732422,negative,0.0
548,99.9999771118164,negative,0.0
549,86.03800964355469,negative,0.0
550,99.99993133544922,negative,0.0
551,100.0,negative,0.0
552,100.0,negative,0.0
553,99.99974822998048,negative,0.0
554,100.0,negative,0.0
555,99.9994888305664,negative,0.0
556,100.0,negative,0.0
557,100.0,negative,0.0
558,99.99984741210938,negative,0.0
559,92.9591827392578,positive,1.0
560,98.74253845214844,positive,1.0
561,100.0,negative,0.0
562,100.0,negative,0.0
563,99.99993133544922,negative,0.0
564,91.84227752685548,positive,1.0
565,100.0,negative,0.0
566,99.9999771118164,negative,0.0
567,99.99991607666016,negative,0.0
568,100.0,negative,0.0
569,100.0,negative,0.0
570,99.99958038330078,negative,0.0
571,77.97174072265625,positive,1.0
572,100.0,negative,0.0
573,62.98822784423828,positive,1.0
574,100.0,negative,0.0
575,99.97506713867188,positive,1.0
576,100.0,negative,0.0
577,99.99652099609376,negative,0.0
578,100.0,negative,0.0
579,99.83224487304688,negative,0.0
580,100.0,negative,0.0
581,100.0,negative,0.0
582,60.6450309753418,positive,1.0
583,100.0,negative,0.0
584,99.86548614501952,negative,0.0
585,100.0,negative,0.0
586,100.0,negative,0.0
587,99.99699401855467,negative,0.0
588,99.40055084228516,negative,0.0
589,99.99195098876952,negative,0.0
590,100.0,negative,0.0
591,100.0,negative,0.0
592,99.9969482421875,negative,0.0
593,99.84110260009766,negative,0.0
594,99.99622344970705,negative,0.0
595,99.99940490722656,negative,0.0
596,100.0,negative,0.0
597,100.0,negative,0.0
598,100.0,negative,0.0
599,99.9998779296875,negative,0.0
600,100.0,negative,0.0
601,100.0,negative,0.0
602,97.26981353759766,negative,0.0
603,100.0,negative,0.0
604,99.9363250732422,negative,0.0
605,98.2009506225586,positive,1.0
606,100.0,negative,0.0
607,99.86353302001952,positive,1.0
608,99.99983215332033,negative,0.0
609,99.9993896484375,negative,0.0
610,99.92536926269533,positive,1.0
611,99.9774398803711,negative,0.0
612,99.6938018798828,negative,0.0
613,100.0,negative,0.0
614,100.0,negative,0.0
615,100.0,negative,0.0
616,100.0,negative,0.0
617,100.0,negative,0.0
618,99.99667358398438,positive,1.0
619,99.99996185302734,negative,0.0
620,100.0,negative,0.0
622,100.0,negative,0.0
623,100.0,negative,0.0
624,100.0,negative,0.0
625,100.0,negative,0.0
626,100.0,negative,0.0
627,100.0,negative,0.0
628,100.0,negative,0.0
629,100.0,negative,0.0
630,99.9824676513672,negative,0.0
631,100.0,negative,0.0
632,99.94119262695312,negative,0.0
633,100.0,negative,0.0
634,100.0,negative,0.0
635,100.0,negative,0.0
636,100.0,negative,0.0
637,99.98298645019533,positive,1.0
638,100.0,negative,0.0
639,99.99483489990234,negative,0.0
640,100.0,negative,0.0
641,100.0,negative,0.0
642,100.0,negative,0.0
643,99.98884582519533,negative,0.0
644,100.0,negative,0.0
645,99.99935913085938,negative,0.0
646,99.9990005493164,negative,0.0
647,100.0,negative,0.0
648,99.9995574951172,negative,0.0
649,99.9989776611328,negative,0.0
650,100.0,negative,0.0
651,100.0,negative,0.0
652,100.0,negative,0.0
653,99.99993133544922,negative,0.0
654,99.9993667602539,negative,0.0
655,97.11328887939452,positive,1.0
656,99.99990844726562,negative,0.0
657,100.0,negative,0.0
658,100.0,negative,0.0
659,100.0,negative,0.0
660,99.9996566772461,negative,0.0
661,100.0,negative,0.0
662,98.2386474609375,positive,1.0
663,100.0,negative,0.0
664,100.0,negative,0.0
665,99.99114227294922,positive,1.0
666,99.99984741210938,negative,0.0
667,100.0,negative,0.0
668,100.0,negative,0.0
669,99.99563598632812,negative,0.0
670,100.0,negative,0.0
671,99.81464385986328,positive,1.0
672,100.0,negative,0.0
673,98.45181274414062,positive,1.0
674,72.24893951416016,negative,0.0
675,96.69232940673828,negative,0.0
676,98.98027801513672,negative,0.0
677,100.0,negative,0.0
678,60.7475471496582,negative,0.0
679,100.0,negative,0.0
680,99.8197021484375,negative,0.0
681,100.0,negative,0.0
682,99.99996185302734,negative,0.0
683,99.99006652832033,positive,1.0
684,99.99998474121094,negative,0.0
685,100.0,negative,0.0
686,100.0,negative,0.0
687,100.0,negative,0.0
688,99.95889282226562,negative,0.0
689,99.87995910644533,negative,0.0
690,100.0,negative,0.0
691,98.95421600341795,positive,1.0
692,99.990234375,negative,0.0
693,99.6027374267578,positive,1.0
694,100.0,negative,0.0
695,100.0,negative,0.0
696,99.94186401367188,negative,0.0
697,100.0,negative,0.0
698,100.0,negative,0.0
699,99.99675750732422,negative,0.0
700,99.99998474121094,negative,0.0
701,99.9999542236328,negative,0.0
702,100.0,negative,0.0
703,99.99993896484376,positive,1.0
704,100.0,negative,0.0
705,100.0,negative,0.0
706,100.0,negative,0.0
707,100.0,negative,0.0
708,99.93367767333984,negative,0.0
709,99.9792251586914,positive,1.0
710,99.99998474121094,negative,0.0
711,100.0,negative,0.0
712,98.7136688232422,positive,1.0
713,64.9049072265625,positive,1.0
714,99.9999771118164,negative,0.0
715,99.9989776611328,negative,0.0
716,99.76397705078124,positive,1.0
717,99.99451446533205,negative,0.0
718,99.99505615234376,negative,0.0
719,100.0,negative,0.0
720,100.0,negative,0.0
721,100.0,negative,0.0
722,99.99998474121094,negative,0.0
723,100.0,negative,0.0
724,100.0,negative,0.0
725,100.0,negative,0.0
726,99.98583984375,positive,1.0
727,99.99993896484376,negative,0.0
728,100.0,negative,0.0
729,100.0,negative,0.0
730,99.99998474121094,negative,0.0
731,99.99983215332033,negative,0.0
732,99.99913024902344,positive,1.0
733,99.1375961303711,negative,0.0
734,99.99998474121094,negative,0.0
735,99.818603515625,negative,0.0
736,99.9933853149414,positive,1.0
737,98.7176513671875,negative,0.0
738,86.88399505615234,positive,1.0
739,100.0,negative,0.0
740,99.98306274414062,negative,0.0
741,55.01549911499024,positive,1.0
742,99.99991607666016,negative,0.0
743,99.98826599121094,positive,1.0
744,100.0,negative,0.0
745,100.0,negative,0.0
746,99.99998474121094,negative,0.0
747,99.99137878417967,negative,0.0
748,99.99982452392578,negative,0.0
749,99.99940490722656,negative,0.0
750,99.99798583984376,negative,0.0
751,99.9961395263672,negative,0.0
752,100.0,negative,0.0
753,99.9979019165039,negative,0.0
754,100.0,negative,0.0
755,100.0,negative,0.0
756,100.0,negative,0.0
757,100.0,negative,0.0
758,99.93904876708984,negative,0.0
759,100.0,negative,0.0
760,99.9999542236328,negative,0.0
761,95.8121109008789,positive,1.0
762,99.99982452392578,negative,0.0
763,100.0,negative,0.0
764,100.0,negative,0.0
765,100.0,negative,0.0
766,99.42921447753906,positive,1.0
767,61.90435791015625,positive,1.0
768,100.0,negative,0.0
769,100.0,negative,0.0
770,99.99698638916016,negative,0.0
771,99.99998474121094,negative,0.0
772,99.99991607666016,negative,0.0
773,100.0,negative,0.0
774,99.9337158203125,negative,0.0
775,100.0,negative,0.0
776,100.0,negative,0.0
777,100.0,negative,0.0
778,100.0,negative,0.0
779,99.99813079833984,negative,0.0
780,99.99256134033205,negative,0.0
781,99.99998474121094,negative,0.0
782,99.98582458496094,negative,0.0
783,99.99998474121094,negative,0.0
784,99.9988784790039,negative,0.0
785,99.99998474121094,negative,0.0
786,100.0,negative,0.0
787,74.33182525634766,positive,1.0
788,100.0,negative,0.0
789,100.0,negative,0.0
790,99.9990463256836,positive,1.0
791,99.43196868896484,positive,1.0
792,100.0,negative,0.0
793,99.98626708984376,negative,0.0
794,100.0,negative,0.0
795,99.98161315917967,negative,0.0
796,99.99998474121094,negative,0.0
797,99.9991455078125,negative,0.0
798,99.9994659423828,negative,0.0
799,99.6919174194336,negative,0.0
800,100.0,negative,0.0
801,100.0,negative,0.0
802,99.96753692626952,negative,0.0
803,99.99978637695312,negative,0.0
804,100.0,negative,0.0
805,99.98738861083984,negative,0.0
806,100.0,negative,0.0
807,100.0,negative,0.0
808,99.99989318847656,negative,0.0
809,99.98046875,negative,0.0
810,99.99813079833984,negative,0.0
811,67.86548614501953,positive,1.0
812,99.99983215332033,negative,0.0
813,98.07324981689452,negative,0.0
814,100.0,negative,0.0
815,100.0,negative,0.0
816,99.99928283691406,positive,1.0
817,99.99960327148438,negative,0.0
818,100.0,negative,0.0
819,100.0,negative,0.0
820,100.0,negative,0.0
821,100.0,negative,0.0
822,94.88256072998048,negative,0.0
823,100.0,negative,0.0
824,100.0,negative,0.0
825,100.0,negative,0.0
826,100.0,negative,0.0
827,99.81319427490234,positive,1.0
828,99.99821472167967,negative,0.0
829,100.0,negative,0.0
830,100.0,negative,0.0
831,85.30728912353516,negative,0.0
832,78.43466186523438,negative,0.0
833,100.0,negative,0.0
834,99.99998474121094,negative,0.0
835,100.0,negative,0.0
836,100.0,negative,0.0
837,99.9999542236328,negative,0.0
838,99.97493743896484,negative,0.0
839,99.73490142822266,negative,0.0
840,100.0,negative,0.0
841,99.99896240234376,negative,0.0
842,99.98594665527344,negative,0.0
843,100.0,negative,0.0
844,99.9999771118164,negative,0.0
845,99.93562316894533,negative,0.0
846,99.9994888305664,negative,0.0
847,99.98698425292967,negative,0.0
848,99.99989318847656,negative,0.0
849,100.0,negative,0.0
850,99.997802734375,negative,0.0
851,99.9999542236328,negative,0.0
852,99.84644317626952,positive,1.0
853,100.0,negative,0.0
854,99.7724838256836,negative,0.0
855,99.99996185302734,negative,0.0
856,100.0,negative,0.0
857,100.0,negative,0.0
858,99.99991607666016,negative,0.0
859,99.99958038330078,negative,0.0
860,99.99881744384766,negative,0.0
861,99.96318817138672,negative,0.0
862,99.99889373779295,negative,0.0
863,100.0,negative,0.0
864,100.0,negative,0.0
865,99.92079162597656,positive,1.0
866,96.01878356933594,positive,1.0
867,99.99974822998048,negative,0.0
868,99.99944305419922,negative,0.0
869,100.0,negative,0.0
870,100.0,negative,0.0
871,99.99938201904295,negative,0.0
872,99.99991607666016,negative,0.0
873,97.19223022460938,negative,0.0
874,100.0,negative,0.0
875,100.0,negative,0.0
876,99.99797058105467,negative,0.0
877,99.99974822998048,negative,0.0
878,100.0,negative,0.0
879,99.99983215332033,negative,0.0
880,100.0,negative,0.0
881,100.0,negative,0.0
882,99.99990844726562,negative,0.0
883,98.97692108154295,positive,1.0
884,100.0,negative,0.0
885,99.9999771118164,negative,0.0
886,99.8106689453125,negative,0.0
887,99.48727416992188,positive,1.0
888,99.9516372680664,positive,1.0
889,99.99249267578124,negative,0.0
890,99.61609649658205,negative,0.0
891,99.90955352783205,positive,1.0
892,100.0,negative,0.0
893,99.3582000732422,negative,0.0
894,100.0,negative,0.0
895,100.0,negative,0.0
896,100.0,negative,0.0
897,99.99967956542967,negative,0.0
898,100.0,negative,0.0
899,100.0,negative,0.0
900,98.86648559570312,negative,0.0
901,99.90776824951172,positive,1.0
902,100.0,negative,0.0
903,99.98056030273438,positive,1.0
904,99.6123275756836,positive,1.0
905,99.99998474121094,negative,0.0
906,100.0,negative,0.0
907,99.95777130126952,negative,0.0
908,99.99637603759766,negative,0.0
909,100.0,negative,0.0
910,100.0,negative,0.0
911,99.92884063720705,negative,0.0
912,99.93809509277344,negative,0.0
913,99.99281311035156,negative,0.0
914,99.99998474121094,negative,0.0
915,100.0,negative,0.0
916,100.0,negative,0.0
917,99.98565673828124,negative,0.0
918,97.5393524169922,negative,0.0
919,90.16907501220705,negative,0.0
920,100.0,negative,0.0
921,100.0,negative,0.0
922,100.0,negative,0.0
923,99.99998474121094,negative,0.0
924,99.9841079711914,negative,0.0
925,100.0,negative,0.0
926,99.9170150756836,positive,1.0
927,100.0,negative,0.0
928,99.36983489990234,negative,0.0
929,90.18341827392578,positive,1.0
930,100.0,negative,0.0
931,99.91900634765624,negative,0.0
