x, y, cell_label
5888.686567164179,13387.223880597016,10548
5915.173128342246,13021.303475935829,10616
5904.591989987484,13341.021276595744,10621
5907.38770053476,13177.978609625668,10639
5920.790927021696,12864.62261669954,10644
5910.267477203647,13099.699088145897,10652
5911.417910447762,13280.227611940298,10657
5915.394706559264,13432.141542002302,10668
5918.157657657658,13603.075450450451,10676
5926.831334932054,13236.16147082334,10689
5923.218867924528,13062.08679245283,10723
5940.303311258278,13723.37880794702,10789
5944.106076210092,13085.657054582904,10795
5952.753472222223,13463.817708333334,10796
5951.657963446475,13559.791993037425,10810
5948.435,13416.373333333331,10821
5948.002958579882,13505.153846153846,10831
5950.139158576052,12941.378640776698,10837
5968.938356164384,12720.353673723535,10856
5961.918128654971,13675.884990253411,10861
5962.03506097561,13023.067073170732,10886
5968.51339608979,12783.028240405503,10889
5976.01397515528,12674.175465838509,10902
5973.100290697675,12651.72965116279,10907
5988.109311740891,13743.463967611337,10922
5974.861842105263,12971.23552631579,10940
5987.32422586521,13886.774134790528,10994
5999.872228088701,13839.043294614572,11013
6005.205070842655,12611.676360924685,11060
6022.707159624413,12557.1161971831,11100
6035.070519098923,13908.616062683644,11179
6036.747016706444,14016.112171837707,11206
6050.47947454844,13952.224958949097,11240
6048.228758169935,12518.48366013072,11279
6058.019607843137,12406.494553376906,11330
6062.753199268738,12457.115173674589,11346
6075.081318681318,12516.573626373627,11407
6076.677922077922,14052.225974025974,11408
6083.637614678899,12477.669724770642,11444
6098.992583436341,12348.39369592089,11457
6097.165413533835,14076.09523809524,11511
6093.739130434783,14027.782608695652,11514
6099.064935064935,12284.922077922078,11520
6109.10072689512,12407.483904465213,11544
6110.760956175299,14192.163346613546,11550
6107.858974358975,14101.907692307692,11574
6117.95931477516,14144.248394004282,11575
6141.307277628032,12303.37915543576,11692
6137.451063829787,14120.582978723403,11693
6148.313862249346,12215.08631211857,11706
6140.996899224806,14253.4,11723
6153.376421304608,12146.915020945542,11751
6165.216266173752,14229.77449168207,11814
6163.166880616174,14191.1026957638,11827
6159.736263736264,14282.142857142857,11846
6201.900420757364,14350.384291725106,12018
6252.232596232596,14403.081081081082,12223
6256.2136,14329.524,12249
6325.858986175115,14472.029493087555,12597
6359.756811301715,14438.255297679112,12824
6388.261330761813,14472.265188042433,12975
6411.221074380165,14539.588842975209,13128
6439.775966183575,14522.6672705314,13149
6454.164102564103,14564.215384615383,13325
6526.569316081331,14598.598890942698,13671
6562.851063829788,14579.026282853569,13813
6572.064285714286,14615.045714285714,13873
6611.188617886179,14599.635772357724,14011
6620.23949579832,14624.990196078432,14086
6737.800353356891,14654.441696113074,14577
6848.399221789883,14653.315175097276,15070
6862.678466076696,14681.772861356932,15228
6907.710875331565,14684.103448275862,15448
6956.907056798623,14687.065404475044,15661
7013.66371681416,14690.617994100296,15927
7064.323076923077,14687.4989010989,16178
7118.765795206971,14693.438997821351,16406
7163.423312883436,14697.59509202454,16641
7189.897084048028,14697.88679245283,16747
7215.359090909091,14691.163636363635,16863
7247.917733089579,14700.277879341864,16970
7315,14691.156133828996,17229
7489.356382978724,14679.898936170212,17834
7544.9185667752445,14677.802931596092,18007
7594.416666666667,14675.490277777775,18175
7692.740356083086,14670.270029673591,18523
7732.483128834356,14665.39263803681,18660
7774.8,14659.526530612246,18816
7852.5641025641025,14652.18376068376,19048
7912.970766129032,14623.17741935484,19265
7936.833333333333,14640.52380952381,19461
8037.456140350877,14631.588596491229,19751
8074.510943396226,14593.055094339625,19971
8153.3015873015875,14568.263492063492,20409
8229.136,14556.137333333334,20743
8266.661857529305,14564.02795311091,20893
8286.987202925045,14598.674588665448,20940
8399.209467455621,14574.082840236686,21450
8402.10027598896,14549.947562097515,21465
8464.644122383253,14557.876006441224,21801
8480.083604777416,14513.763300760043,21911
8524.083932853717,14506.131894484412,22136
8561.203410475031,14507.583434835566,22268
8577.515421115066,14473.135824436536,22296
8640.885298869143,14464.712439418416,22647
8707.666141732283,14486.56377952756,22891
8700.537135278515,14454.679045092838,22904
8763.299107142857,14484.93638392857,23099
8760.068452380952,14456.93005952381,23157
8821.603921568627,14441.164705882353,23416
8860.238275340393,14412.52950075643,23574
8874.205128205129,9622.776556776556,23668
8898.22985074627,14410.63880597015,23753
8909.538943598925,9855.069829901522,23774
8912.70752895753,9600.502895752896,23790
8906.57091561939,9717.917414721724,23791
8908.641025641025,9799.401709401707,23802
8927.290366350067,14409.511533242876,23871
8947.637931034482,9651.374137931034,23946
8942.762195121952,9903.725609756097,23947
8941.947826086956,9840.282608695652,23951
8948.107033639144,9876.340978593273,23958
8967.887775551102,14404.917835671342,24029
8968.257653061224,9792.889030612245,24033
8975.27100840336,9869.460084033612,24077
9012.577731092437,14384.13025210084,24186
9011.966824644547,9723.248815165876,24216
9029.89338654504,9975.514823261115,24217
9031.566068515498,9899.616639477978,24287
9033.747950819672,9942.602459016394,24288
9039.845333333333,14358.149333333333,24340
9053.464944649446,9802.70479704797,24365
9062.24924012158,9778.752786220872,24384
9076.33608815427,14360.310376492194,24449
9064.837037037038,9945.162962962962,24454
9085.713178294574,9734.84496124031,24536
9088.11818181818,9769.842424242424,24537
9097.512287334594,10047.71550094518,24547
9094.167741935484,14316.58064516129,24587
9119.27380952381,9783.337797619048,24668
9130.705714285714,10065.662857142856,24730
9133.105590062112,9857.813664596271,24744
9151.73129525342,9911.76427996782,24772
9143.523465703973,10091.169675090252,24773
9157.464285714286,9831.30257936508,24808
9189.44136657433,10174.06001846722,24925
9192.14447592068,14303.759206798866,24986
9200.85641025641,10083.535897435895,25012
9212.932784636489,9890.260631001373,25036
9232.83125,14320.41484375,25062
9241.860068259386,14342.63481228669,25101
9231.551330798478,10144.22813688213,25134
9243.478920741987,9994.740303541315,25192
9253.311594202898,10237.1038647343,25217
9262.217441860465,10277.027906976744,25238
9261.247232472324,9959.929889298894,25253
9292.1585492228,10251.58652849741,25363
9295.60647359455,10056.531516183986,25394
9305.346381969155,10015.723606168443,25425
9323.985785953177,10080.52591973244,25474
9327.585766423355,14310.175182481751,25478
9348.764560099133,10149.894671623297,25563
9355.698492462312,10466.3355667225,25568
9339.25939849624,10405.432330827069,25593
9377.076986754966,10386.42715231788,25676
9375.539714867617,10130.967413441957,25720
9390.431013431013,10220.846153846154,25760
9396.427937915743,10512.484109386549,25765
9385.698412698412,10438.038095238097,25772
9399.294642857143,10164.275669642857,25807
9423.051369863011,10482.59589041096,25854
9415.15064102564,10557.375,25882
9419.76717557252,10197.196564885497,25891
9437.787965616046,14272.356733524355,25902
9446.220055710306,10613.230501392758,25970
9450.49330181245,10535.243498817968,25978
9456.235294117649,10209.586096256684,26022
9456.61818181818,10283.785454545454,26034
9468.608360836084,10643.11221122112,26073
9476.43909348442,10488.062322946176,26088
9482.472627737228,10248.038321167884,26117
9490.376390076988,10376.087254063304,26128
9494.557251908396,10318.722646310433,26192
9511.77079107505,10336.413793103447,26254
9524.011456628476,10525.248772504092,26300
9521.207977207978,14216.324786324789,26306
9521.927325581397,10423.212209302326,26311
9526.661341853036,10686.20447284345,26312
9547.419237749546,10587.274047186933,26426
9555.899171270716,10704.580801104972,26431
9570.831775700935,10410.389408099689,26521
9583.084935897436,10467.873397435897,26558
9587.495784148396,10441.06239460371,26570
9587.14536340852,10743.33082706767,26594
9597.272171253822,10765.311926605504,26638
9617.32749428789,10476.760091393757,26672
9615.141911069064,10741.870387890256,26676
9617.880104257169,10790.675065160727,26678
9638.514418604653,14182.357209302323,26722
9629.73721973094,10519.595515695068,26724
9631.43734939759,10854.05421686747,26759
9645.672297297297,14153.358108108108,26832
9661.759368836292,10553.562130177515,26887
9677.334716459198,10872.232365145228,26949
9688.635501355013,10938.619241192411,26985
9694.560276679842,10589.43280632411,27002
9705.540625,14149.1375,27017
9705.20353982301,10623.778761061949,27053
9701.486559139785,10883.77688172043,27059
9707.133858267716,10921.66535433071,27083
9708.314878892734,10694.640138408304,27086
9738.1914893617,10975.380319148937,27169
9744.365853658535,10717.573170731708,27176
9751.357575757576,11013.157575757576,27243
9767.606603773584,10759.019811320755,27255
9769.65235173824,10803.223926380368,27263
9766.625282167042,10845.409706546276,27271
9775.29648241206,11010.326633165829,27298
9771.602272727272,10876.113636363636,27317
9818.517350157728,10869.824921135649,27445
9818.691176470587,14082.911764705885,27491
9837.194017094018,11086.457264957266,27503
9833.839108910892,11128.232673267326,27538
9857.60972017673,11162.256259204712,27600
9876.68364831553,11042.652423993426,27638
9881.42857142857,10876.743281471005,27664
9898.77870216306,10923.036605657238,27716
