x, y, cell_label
2429.9337349397592,1901.2449799196788,1526
2446.2783251231526,1579.817733990148,1546
2457.5521628498727,1632.8396946564883,1567
2457.972972972973,1478.9234234234234,1576
2461.8275862068967,1892.0344827586207,1579
2461.159574468085,1510.1170212765958,1585
2480.31983805668,1701.6194331983806,1590
2475.4337349397592,1453.441767068273,1600
2492.77345971564,1839.469194312796,1607
2487.35,1423.79375,1616
2498.583333333333,1804.6833333333327,1636
2506.7256097560976,1749.138211382114,1643
2507.8987341772154,1777.146835443038,1644
2515.5825242718447,1402.13786407767,1655
2540.6044444444447,1352.37,1686
2567.439024390244,1310.5987411487015,1719
2582.466926070039,1263.1076523994811,1740
2620.688995215311,1257.9342105263158,1795
2646.690322580645,1236.5870967741937,1845
2690.952789699571,1160.9077253218884,1890
2688.458984375,1201.08203125,1891
2732.875413450937,1103.4366041896362,1947
2738.25884244373,1127.5787781350482,1971
2795.2317290552583,1091.0320855614973,2064
2822.786334056399,1001.7624728850326,2102
2820.494296577947,1050.9885931558936,2123
2867.928571428572,987.5098522167488,2198
2886.2229166666666,939.4854166666668,2229
2957.387912087912,908.7384615384616,2349
2998.2253658536583,868.0878048780488,2404
3033.167088607595,809.8303797468354,2440
3192.775482093664,736.6611570247934,2766
3221.854691075515,742.6338672768878,2843
3266.5429650613787,667.5127478753541,2915
3258.723988439306,712.0072254335261,2921
3298.5160965794767,694.976861167002,3011
3397.6150442477874,637.743765084473,3206
3446.998059508409,600.9489003880983,3325
3473.645264847512,559.9133226324237,3414
3509.0074738415547,556.3393124065769,3477
3579.849686847599,494.6868475991649,3646
3612.868446139181,463.001906577693,3672
3606.040214477212,508.9115281501341,3697
3651.550700741962,496.3602638087386,3800
3682.862068965517,452.5502248875562,3870
3710.567164179105,428.9283582089552,3947
3746.688537549407,399.9059288537549,3981
3735.301204819277,465.7095046854083,4005
3810.0417710944025,439.2280701754386,4116
3905.62676529926,445.5884330867519,4412
3911.393523061826,403.04808635917567,4423
3967.791588785047,395.12990654205606,4578
3974.276450511945,357.01023890784984,4610
4035.105121293801,337.1455525606469,4751
4088.0616860863606,289.6353666895134,4813
4131.383952254642,322.31962864721487,4965
4164.754859611231,294.41900647948165,5043
4239.854885057472,298.6048850574713,5214
4272.980519480519,267.9512987012987,5323
4339.098321342925,224.9328537170264,5445
