label,z,x,y,cell_properties,cell_type
710,21.330704160951075,370.3214449016918,292.420438957476,"Lhx2-, HnF4a-",2
711,21.96789364203672,396.8616261192005,636.416297368183,"Lhx2-, HnF4a+",1
712,21.421228783169973,405.57901027970354,235.9552952426488,"Lhx2-, HnF4a-",2
713,21.23024193548387,411.19879032258063,519.0661290322581,"Lhx2-, HnF4a-",2
714,21.30336522599802,424.8861761794787,273.3642362256681,"Lhx2-, HnF4a-",2
715,20.25797671253592,436.2850446091033,434.8732799032209,"Lhx2-, HnF4a+",1
716,25.84291457286432,443.596783919598,298.8251256281407,"Lhx2+, HnF4a-",0
717,23.01065043742868,3.895017116774439,210.3149486496767,"Lhx2-, HnF4a-",2
718,21.83034754568255,32.42010032246507,648.7317269795772,"Lhx2-, HnF4a-",2
719,22.58554437328453,46.06901058685139,170.8779244543197,"Lhx2-, HnF4a-",2
720,22.84758833426809,60.13264161525519,652.8046831183399,"Lhx2-, HnF4a-",2
721,20.98901398220447,72.69030325040858,617.9495187942618,"Lhx2-, HnF4a+",1
722,22.78869710467706,83.66870824053453,635.0679287305122,"Lhx2-, HnF4a-",2
723,21.45730637161389,112.86241892407476,577.8350247996948,"Lhx2-, HnF4a-",2
724,22.513263157894738,125.56715789473684,735.0682105263157,"Lhx2+, HnF4a-",0
725,21.93630651718616,155.19588517925342,289.0932610570408,"Lhx2-, HnF4a-",2
726,20.86320254506893,197.209261223047,697.3635560268647,"Lhx2-, HnF4a-",2
727,21.619808306709267,231.32907348242813,317.9329073482428,"Lhx2-, HnF4a-",2
728,22.695791583166333,257.3947895791583,211.5567134268537,"Lhx2-, HnF4a-",2
729,21.68415664192475,313.8841822370105,184.8487330432557,"Lhx2-, HnF4a-",2
730,21.515497553017944,352.51073953235453,526.0996465470364,"Lhx2-, HnF4a-",2
731,21.370197904540163,376.9315095071789,364.5618936748157,"Lhx2-, HnF4a-",2
732,21.38488833228971,447.9320601127113,496.308912544354,"Lhx2-, HnF4a-",2
733,22.00254741013304,457.6679875459949,542.8996603453156,"Lhx2-, HnF4a-",2
734,21.363636363636363,497.1570247933884,591.6446280991736,"Lhx2-, HnF4a-",2
735,23.15925700365408,3.460718635809988,739.5222289890378,"Lhx2-, HnF4a-",2
736,21.185714285714287,35.323214285714286,724.3830357142857,"Lhx2-, HnF4a-",2
737,22.61690918213748,36.815228299046666,744.3795785248369,"Lhx2+, HnF4a-",0
738,23.020738282870177,48.37142264620489,236.9987557030278,"Lhx2-, HnF4a-",2
739,23.32835209825998,50.65445240532242,204.7224155578301,"Lhx2-, HnF4a-",2
740,23.201674277016743,73.51122526636225,181.6695205479452,"Lhx2-, HnF4a-",2
741,23.11266322502277,83.85469177042211,421.383844518676,"Lhx2-, HnF4a-",2
742,22.95751953125,133.97216796875,2.09912109375,"Lhx2-, HnF4a-",2
743,23.848170971548445,136.91569424413268,366.3287006686771,"Lhx2-, HnF4a-",2
744,24.645957988542328,139.46365372374285,395.649267982177,"Lhx2-, HnF4a-",2
745,22.94898246272156,139.72925067992122,642.5615680390134,"Lhx2-, HnF4a-",2
746,23.7490338713344,165.66355989997726,119.0065924073653,"Lhx2-, HnF4a-",2
747,22.76115485564305,187.9510982179859,149.91366210802596,"Lhx2-, HnF4a-",2
748,23.078551642263555,195.5062326869806,267.565195884448,"Lhx2-, HnF4a-",2
749,23.2249178426445,202.1501063212836,27.290933694181327,"Lhx2-, HnF4a-",2
750,22.83238295318128,203.8641956782713,534.9771908763505,"Lhx2-, HnF4a-",2
751,22.7289938976686,276.3802221874511,719.5895790956032,"Lhx2-, HnF4a-",2
752,23.688287941487825,311.2891925704937,668.9117505533635,"Lhx2-, HnF4a-",2
753,23.10636929015655,326.6064765172636,482.6952605618701,"Lhx2-, HnF4a-",2
754,24.32969001970973,339.5414800215015,324.6346532879412,"Lhx2-, HnF4a-",2
755,22.849269005847955,350.8654970760234,569.316081871345,"Lhx2-, HnF4a-",2
756,23.297589024513265,351.3113083829315,653.328154948048,"Lhx2-, HnF4a-",2
757,22.73980582524272,394.7712621359223,465.895145631068,"Lhx2-, HnF4a-",2
758,22.97121505673956,436.2636313313036,600.1039302518683,"Lhx2-, HnF4a-",2
759,21.67349603294165,449.5524756452747,463.3599477754344,"Lhx2-, HnF4a-",2
760,22.9925952045134,477.306946403385,557.6704866008463,"Lhx2-, HnF4a-",2
761,24.52112676056338,0.0845070422535211,612.5352112676056,"Lhx2-, HnF4a-",2
762,24.01570813275906,104.57182670382568,348.9731441601216,"Lhx2-, HnF4a-",2
763,24.28126921657853,141.60755134669782,271.4771860779732,"Lhx2-, HnF4a-",2
764,23.915126050420167,158.51078431372548,353.69019607843137,"Lhx2-, HnF4a-",2
765,21.720917678812416,185.44399460188933,793.0072874493927,"Lhx2+, HnF4a-",0
766,24.47832087406556,189.1930994824612,343.9884991374353,"Lhx2-, HnF4a+",1
767,23.381681082279886,208.32257706808605,345.7532712353072,"Lhx2-, HnF4a-",2
768,24.442631578947367,222.2501052631579,708.6942105263158,"Lhx2+, HnF4a-",0
769,23.400492156259613,237.41248846508768,569.8628114426331,"Lhx2+, HnF4a-",0
770,24.14691011235955,250.04438202247192,306.8921348314607,"Lhx2-, HnF4a-",2
771,24.636211699164345,252.2623955431755,588.0027855153203,"Lhx2-, HnF4a-",2
772,23.70784551204414,303.90620374108465,458.4012918853452,"Lhx2-, HnF4a-",2
773,24.560510392002104,337.8393843725335,290.97342804525124,"Lhx2-, HnF4a-",2
774,26.94929093253116,354.4191376593611,678.7425870219166,"Lhx2-, HnF4a+",1
775,24.16509144470357,387.4780900945133,689.8450963544863,"Lhx2-, HnF4a+",1
776,22.76415978196065,412.2584106975556,422.3987735286602,"Lhx2-, HnF4a-",2
777,25.695337197049525,9.79899894625922,717.1984984193888,"Lhx2-, HnF4a-",2
778,24.58306590965194,17.234016292273513,230.00246852628985,"Lhx2-, HnF4a-",2
779,23.10388821385176,41.69198055893074,708.9744835965978,"Lhx2-, HnF4a-",2
780,25.626712328767123,41.29818982387476,143.55740378343117,"Lhx2-, HnF4a-",2
781,24.738580395943988,94.64934814099468,266.3402221149203,"Lhx2-, HnF4a-",2
782,24.975241073755537,96.27208756841284,664.8170445660672,"Lhx2-, HnF4a+",1
783,25.051161821402523,109.87464832760236,237.26289465457955,"Lhx2-, HnF4a-",2
784,24.35559305689489,124.80520732883318,201.9993972999036,"Lhx2-, HnF4a-",2
786,24.70841570177916,184.159841852584,558.0032476701497,"Lhx2-, HnF4a-",2
787,24.87032249285617,215.6489318274595,596.9175398013335,"Lhx2-, HnF4a-",2
788,25.546959247648903,224.25028213166144,272.58457680250785,"Lhx2-, HnF4a-",2
789,24.399271212909944,264.20171785528373,663.7185059864654,"Lhx2-, HnF4a-",2
790,25.27914730248535,305.355324307941,480.90846635683977,"Lhx2-, HnF4a-",2
791,24.898888189637088,309.9932871827145,717.7740717432347,"Lhx2-, HnF4a-",2
792,24.94636744009129,327.4256371243819,67.99182198554584,"Lhx2-, HnF4a-",2
793,24.426992896606155,352.1805164054572,595.3450219866952,"Lhx2-, HnF4a-",2
794,24.93693391479369,388.7011070110701,389.06675612210665,"Lhx2+, HnF4a-",0
795,28.96551724137931,414.7586206896552,704.5344827586207,"Lhx2-, HnF4a-",2
796,22.1604431167538,455.466143888474,569.5411999004232,"Lhx2+, HnF4a-",0
797,26.219430485762143,1.082077051926298,655.4237855946399,"Lhx2-, HnF4a-",2
798,29.474941268598275,62.74941268598277,516.9886452623336,"Lhx2+, HnF4a-",0
799,26.807926416880832,61.8587853374814,546.0666847017449,"Lhx2-, HnF4a-",2
800,25.376680641896776,66.12382535781408,246.0893450918028,"Lhx2-, HnF4a+",1
801,27.506331579972727,72.6337424508085,12.824858757062149,"Lhx2-, HnF4a-",2
802,24.58510362694301,90.56437823834196,694.5231865284974,"Lhx2-, HnF4a-",2
803,26.527468305801,95.84159303367908,196.76796004610063,"Lhx2-, HnF4a-",2
804,20.220822024040327,110.86758433501358,183.6899961225281,"Lhx2-, HnF4a-",2
805,25.590802675585284,163.93177257525085,623.8617056856187,"Lhx2-, HnF4a-",2
806,26.06519144247544,166.7553943623175,18.695620236892847,"Lhx2-, HnF4a-",2
807,25.46174907392495,179.28249315509743,497.787566435819,"Lhx2-, HnF4a-",2
808,25.901804525052672,182.65805624255748,302.1875973252725,"Lhx2-, HnF4a-",2
809,26.73275368950921,213.2362429927926,122.83102619837548,"Lhx2-, HnF4a+",1
810,25.363106796116504,224.45428802589,430.0114077669903,"Lhx2-, HnF4a+",1
811,25.82076685537828,224.2355892949048,624.6170869788986,"Lhx2-, HnF4a-",2
812,26.36230325545019,250.50249291230816,134.5755205787467,"Lhx2-, HnF4a-",2
813,25.96381061364612,329.0961235874696,727.3638964382778,"Lhx2-, HnF4a-",2
814,25.80016187778228,401.67389720760826,735.8437879401052,"Lhx2+, HnF4a-",0
815,26.0731766416283,412.4606251514417,695.3663678216623,"Lhx2-, HnF4a-",2
816,25.497852136558897,429.4131810988017,249.22643002487,"Lhx2+, HnF4a-",0
817,25.67137911136757,439.7123485285632,665.9151759953837,"Lhx2-, HnF4a-",2
818,25.85332197614992,468.0015332197615,373.1783645655877,"Lhx2-, HnF4a-",2
819,25.09259259259259,495.89814814814815,586.5833333333334,"Lhx2-, HnF4a-",2
820,26.715303926842388,34.58364712210866,22.141742872512104,"Lhx2-, HnF4a-",2
821,26.03272916938323,42.64871560829313,102.44738557830226,"Lhx2-, HnF4a-",2
822,25.8273596176822,52.31541218637993,5.734169653524492,"Lhx2-, HnF4a+",1
823,27.717301665842,54.72554840837869,453.734619825169,"Lhx2-, HnF4a-",2
824,27.47493403693932,77.79313984168866,359.5167546174142,"Lhx2-, HnF4a-",2
825,27.50232558139535,78.45813953488373,797.6023255813953,"Lhx2-, HnF4a-",2
826,26.679666119321293,88.21688560481664,153.2104542966612,"Lhx2-, HnF4a-",2
829,26.79767441860465,101.808992248062,716.2817054263566,"Lhx2-, HnF4a-",2
830,30.69162121963312,116.56436952569824,177.11551809618246,"Lhx2-, HnF4a-",2
831,26.320323488045005,120.43319268635724,65.56997187060479,"Lhx2-, HnF4a-",2
832,27.25980468144473,125.87846845450318,519.2153154549683,"Lhx2-, HnF4a-",2
833,26.62508226691042,128.2925776965265,431.27407678244975,"Lhx2-, HnF4a-",2
834,26.32749452611824,137.11776665624024,113.6873631529559,"Lhx2-, HnF4a-",2
835,26.47122817062697,137.33982250214714,232.93014600629832,"Lhx2-, HnF4a-",2
836,26.60511486779367,136.6552521311949,702.0963733564514,"Lhx2-, HnF4a-",2
837,26.9002763124843,159.89575483546847,44.84149711127857,"Lhx2-, HnF4a-",2
838,27.343423493799435,163.72405038570452,584.4009374084562,"Lhx2-, HnF4a-",2
839,27.177289261426537,175.5581211450261,531.549106436818,"Lhx2-, HnF4a-",2
840,27.21919431279621,176.1875,682.0576125592418,"Lhx2-, HnF4a-",2
841,26.50192061459667,186.13204225352112,663.7135083226633,"Lhx2-, HnF4a-",2
842,26.635929288103203,249.80076445293835,355.5917343526039,"Lhx2-, HnF4a-",2
843,26.663037409268565,278.9403964265773,557.1112506979341,"Lhx2-, HnF4a-",2
844,26.95524431339512,351.2097725358046,403.2138795282224,"Lhx2-, HnF4a-",2
845,26.97802007615092,418.6266874350986,353.7803738317757,"Lhx2-, HnF4a-",2
846,27.41422517044408,436.9813893495486,335.6768011792888,"Lhx2-, HnF4a-",2
847,26.92204982843503,438.07056541846936,402.4085484111592,"Lhx2-, HnF4a-",2
848,26.368349249658937,449.4572987721692,318.3899045020464,"Lhx2-, HnF4a-",2
849,28.11699333198626,5.626995352596484,129.88381491210345,"Lhx2-, HnF4a-",2
850,28.506388095595973,28.09860213437547,360.2189989478431,"Lhx2-, HnF4a-",2
851,33.342351286506165,35.58765615951022,601.0628774716638,"Lhx2-, HnF4a-",2
852,27.40075742862692,39.3848320062148,679.8020974946592,"Lhx2-, HnF4a-",2
853,32.4152076038019,53.93796898449224,726.1315657828915,"Lhx2-, HnF4a-",2
854,28.05105170902717,61.097283085013146,384.83808063102543,"Lhx2-, HnF4a-",2
855,27.59165424739195,116.10347030019162,101.81009154779646,"Lhx2-, HnF4a-",2
856,28.65958972887677,124.3957825276144,672.7737770764596,"Lhx2-, HnF4a-",2
857,26.648001709767044,132.4746740756572,335.718529600342,"Lhx2-, HnF4a-",2
858,27.6361173095314,220.918233981511,5.382849856550845,"Lhx2-, HnF4a-",2
859,30.0990990990991,247.4050778050778,717.9095823095823,"Lhx2-, HnF4a-",2
860,26.36197094125079,256.9557801642451,412.7852179406191,"Lhx2-, HnF4a-",2
861,28.705912596401028,256.83007712082264,450.7370179948586,"Lhx2-, HnF4a-",2
862,27.56025061926272,257.37738598280635,484.780708145126,"Lhx2-, HnF4a-",2
863,27.640679824561403,268.6168859649123,292.3823464912281,"Lhx2+, HnF4a-",0
864,26.78542052231133,267.00915073000203,749.3405305367057,"Lhx2-, HnF4a-",2
865,27.64268695719007,290.4078856352317,121.23249558066252,"Lhx2-, HnF4a+",1
866,30.98875021972227,290.16171559149234,182.49499033222008,"Lhx2-, HnF4a-",2
867,28.642405932436144,292.95797857731395,532.8865696237298,"Lhx2-, HnF4a-",2
868,29.40946812523576,358.7891361750283,704.6308940022633,"Lhx2-, HnF4a-",2
869,28.592565823438303,361.09633453794527,339.27341249354674,"Lhx2-, HnF4a-",2
870,28.92241847826087,413.00054347826085,652.1834239130435,"Lhx2-, HnF4a-",2
871,25.54174283973187,420.3798903107861,581.3011578305911,"Lhx2+, HnF4a-",0
872,27.926714533300323,422.5823223570191,302.317157712305,"Lhx2-, HnF4a-",2
873,29.162005085361425,60.10279694878314,72.00399564111878,"Lhx2-, HnF4a-",2
874,29.829623634156214,68.01173613921489,727.4297855119385,"Lhx2-, HnF4a-",2
875,33.10936270653029,75.97066426885468,526.3768686073957,"Lhx2+, HnF4a-",0
876,29.128926038500506,83.9903748733536,726.1651469098277,"Lhx2-, HnF4a-",2
877,28.64144221177141,99.76186404446344,326.41969502636454,"Lhx2-, HnF4a-",2
878,29.76136593251162,100.7878359264498,617.662153970499,"Lhx2-, HnF4a-",2
879,26.433109566051307,124.01150803164708,596.2630064732678,"Lhx2-, HnF4a-",2
880,30.65033496650335,121.5040495950405,498.9374062593741,"Lhx2-, HnF4a-",2
881,28.16049514459503,138.11418205100844,84.91537722761711,"Lhx2-, HnF4a-",2
882,28.833094350444508,149.2454832234012,686.1960137654144,"Lhx2-, HnF4a-",2
883,26.076425855513307,163.07946768060836,660.4319391634981,"Lhx2-, HnF4a-",2
884,24.730456180200644,197.293204618588,587.9583569941321,"Lhx2-, HnF4a-",2
885,29.358371306776423,212.1077465823901,462.5856239894164,"Lhx2-, HnF4a-",2
886,29.17735965453424,221.81184454040715,401.06847624922887,"Lhx2-, HnF4a-",2
887,29.467568313552302,264.82059067071486,269.28981507038367,"Lhx2-, HnF4a-",2
888,28.855656013456688,340.7042682926829,512.248528174937,"Lhx2-, HnF4a-",2
889,29.036448935402383,357.695055936485,474.3755563575123,"Lhx2-, HnF4a-",2
890,28.11131520940485,367.8284349742836,426.8923585598824,"Lhx2-, HnF4a-",2
891,29.253847775669406,387.8119333755008,227.3135146531731,"Lhx2-, HnF4a-",2
892,29.30499519692604,405.719260326609,215.46253602305475,"Lhx2-, HnF4a-",2
893,29.35176025603724,429.28105906313647,687.1446028513238,"Lhx2-, HnF4a-",2
894,28.42723697148476,495.4178957718781,575.8869223205506,"Lhx2-, HnF4a-",2
895,25.6875,3.005208333333333,627.96875,"Lhx2-, HnF4a+",1
896,30.813607689997,8.269149894863322,325.7319014719135,"Lhx2-, HnF4a-",2
897,29.41711451012815,32.07606448945845,715.5382389417115,"Lhx2-, HnF4a-",2
898,29.92282157676349,69.32863070539419,152.0149377593361,"Lhx2-, HnF4a-",2
900,30.51764705882353,77.14485294117647,93.45588235294116,"Lhx2-, HnF4a-",2
901,29.893078577755283,139.98304441351385,158.34720992028343,"Lhx2-, HnF4a-",2
902,29.967505077331666,191.8165911576316,516.5496016247462,"Lhx2-, HnF4a-",2
903,29.348640915593705,255.45665236051505,531.6367668097282,"Lhx2-, HnF4a-",2
904,30.695952426625745,257.1630539037023,404.91904853251486,"Lhx2-, HnF4a-",2
905,29.703867636210347,290.5409421435346,704.454631678786,"Lhx2-, HnF4a-",2
906,30.31720116618076,343.88383543893747,364.1255587949465,"Lhx2-, HnF4a+",1
907,30.346490375267354,6.071553567956446,641.4159051137468,"Lhx2-, HnF4a+",1
908,31.23611295240621,31.651332361129523,490.1852048256662,"Lhx2-, HnF4a-",2
909,31.03669154228856,36.318407960199,328.8573538557214,"Lhx2-, HnF4a-",2
910,31.10687022900764,40.74693936338758,61.90148350856978,"Lhx2-, HnF4a-",2
911,30.651213171577123,43.88366551126517,427.2315857885615,"Lhx2-, HnF4a-",2
912,30.352392065344223,59.99183197199533,297.87514585764296,"Lhx2-, HnF4a-",2
913,30.80468286899822,181.54964433906343,480.5825429756965,"Lhx2-, HnF4a-",2
914,31.02939872950214,190.8788595065741,461.1342886689319,"Lhx2-, HnF4a-",2
915,32.08730425431817,210.3003562067344,648.5574299348075,"Lhx2-, HnF4a+",1
916,30.51677215189873,212.8724683544304,79.79810126582278,"Lhx2-, HnF4a-",2
917,31.143836574786626,242.71820344200364,607.3560934657899,"Lhx2-, HnF4a-",2
918,30.97126272718622,258.506137596346,326.3800551907888,"Lhx2-, HnF4a-",2
919,30.116979269496547,267.8935093780849,239.9486673247779,"Lhx2-, HnF4a-",2
920,30.93754592211609,284.93681116825866,169.2035268185158,"Lhx2-, HnF4a-",2
921,31.36260046800285,303.1898463729779,381.9017194017703,"Lhx2-, HnF4a-",2
922,30.85255057713789,328.535310909768,134.74878987216084,"Lhx2-, HnF4a-",2
923,30.21669853409816,346.1838750796685,727.4713193116635,"Lhx2-, HnF4a-",2
924,31.2510647138257,360.4806274020983,218.4984938194661,"Lhx2-, HnF4a-",2
925,30.69007748062984,475.6110972256936,412.8552861784554,"Lhx2-, HnF4a-",2
926,32.572431729518854,8.385955786736021,163.3365409622887,"Lhx2-, HnF4a-",2
927,32.12780226096953,29.4154052500479,215.5479977007089,"Lhx2-, HnF4a-",2
928,31.57165074427905,34.31704065763164,454.85892023994666,"Lhx2-, HnF4a-",2
929,32.35807359532993,67.72844782654019,692.9563223183571,"Lhx2-, HnF4a-",2
930,32.79242960455455,109.84797661178642,306.789352208032,"Lhx2-, HnF4a-",2
931,31.635794960903564,110.64326672458732,137.49365768896612,"Lhx2+, HnF4a-",0
932,32.32166458296124,156.93981068047864,138.11019824968744,"Lhx2-, HnF4a-",2
933,32.21699789949911,273.7067377605429,14.708353530457265,"Lhx2-, HnF4a-",2
934,31.867338434729906,279.10803848776425,339.78127130843245,"Lhx2-, HnF4a-",2
935,32.14213094753965,327.1748678324522,435.1030906872713,"Lhx2-, HnF4a-",2
936,32.77006998764924,327.7336352408399,575.099423631124,"Lhx2-, HnF4a-",2
937,27.89951923076923,336.07740384615386,468.0947115384615,"Lhx2-, HnF4a-",2
938,31.53517451342829,381.8683266282483,711.3814287267587,"Lhx2-, HnF4a-",2
939,31.110464201416207,395.62800944138473,336.2028324154209,"Lhx2-, HnF4a-",2
940,31.820871097683785,455.180387713998,426.0215256797583,"Lhx2-, HnF4a-",2
941,30.696485623003195,7.787220447284345,764.3648562300319,"Lhx2-, HnF4a-",2
942,33.51351351351352,6.4774774774774775,756.6396396396397,"Lhx2-, HnF4a-",2
943,32.9110517274289,17.599160145065852,624.6438251574727,"Lhx2-, HnF4a-",2
944,33.60414822309346,21.787024155811302,114.11635259896296,"Lhx2-, HnF4a-",2
945,34.693693693693696,74.1981981981982,748.8108108108108,"Lhx2-, HnF4a-",2
946,32.2304711401183,84.74709361615338,305.7499490108097,"Lhx2-, HnF4a-",2
947,32.970059349809546,103.62086987332802,553.1335813623882,"Lhx2-, HnF4a+",1
948,32.10066543961489,115.96800226532636,35.55047430270423,"Lhx2-, HnF4a-",2
949,33.78131780290054,145.3343610825625,457.7943359598036,"Lhx2-, HnF4a-",2
950,32.701745573276405,153.553560215999,529.5767926660807,"Lhx2-, HnF4a-",2
951,33.87876365574207,221.49960031974425,527.3784972022382,"Lhx2-, HnF4a-",2
952,33.211177052423345,273.7682987141444,682.7556874381801,"Lhx2-, HnF4a-",2
953,33.296941612604265,287.1303058387396,50.24782205746061,"Lhx2-, HnF4a-",2
954,32.87802643633032,289.7489857348515,590.322863499542,"Lhx2-, HnF4a-",2
955,33.2992414664981,301.5834386852086,639.2603034134007,"Lhx2-, HnF4a-",2
956,33.26863905325444,309.25128205128203,98.8026298487837,"Lhx2-, HnF4a-",2
957,33.10346659582946,325.78390224465403,342.341878071457,"Lhx2-, HnF4a-",2
958,33.21896162528217,382.7671181339353,313.03179082016555,"Lhx2-, HnF4a+",1
959,33.290406383373536,454.19224345889774,357.95398033030244,"Lhx2-, HnF4a-",2
960,35.780765580512494,455.53790994411054,481.023410313192,"Lhx2-, HnF4a+",1
961,32.89375554897899,473.0161290322581,495.3357502219592,"Lhx2+, HnF4a-",0
962,34.227325357005014,2.698957931300656,294.4341952913933,"Lhx2-, HnF4a-",2
963,34.00752445447705,10.615124153498872,66.73250564334086,"Lhx2-, HnF4a-",2
964,34.161405598570575,18.557176891006552,4.834425253126861,"Lhx2-, HnF4a-",2
965,32.44117647058823,24.705882352941178,797.3970588235294,"Lhx2-, HnF4a-",2
966,33.833333333333336,45.88405797101449,4.818840579710145,"Lhx2-, HnF4a-",2
967,34.27641559357912,57.71300052919386,600.7512788851649,"Lhx2-, HnF4a-",2
968,34.64138315672058,65.92345231455661,332.36781929726715,"Lhx2-, HnF4a-",2
969,34.27990314769976,85.61331719128329,474.10823244552057,"Lhx2-, HnF4a-",2
970,34.65173957974509,97.70823286255596,63.43885635549432,"Lhx2-, HnF4a-",2
971,33.75995694294941,104.10279870828847,385.34903121636165,"Lhx2-, HnF4a-",2
972,37.20686862141584,132.0599384416005,250.44565041308925,"Lhx2-, HnF4a-",2
973,34.584386519220644,131.72933122696156,481.05542390731966,"Lhx2-, HnF4a-",2
974,34.78469387755102,162.72142857142856,669.6040816326531,"Lhx2-, HnF4a-",2
975,34.0173147885325,191.9020720976441,615.3616236162362,"Lhx2-, HnF4a-",2
976,35.323127753303964,215.5436857562408,160.96725403817914,"Lhx2-, HnF4a-",2
978,34.093145692011745,244.67338260605447,85.38766832034018,"Lhx2-, HnF4a-",2
979,27.826470588235296,260.27745098039213,794.721568627451,"Lhx2-, HnF4a-",2
980,32.90114942528736,301.4375478927203,734.8613026819924,"Lhx2+, HnF4a-",0
981,34.14319588986958,315.51231721775787,295.3197207219075,"Lhx2-, HnF4a-",2
982,35.15864510573151,324.25720026791697,403.1184575638695,"Lhx2-, HnF4a-",2
983,38.36162070906021,355.69262802476084,317.6398424310636,"Lhx2+, HnF4a-",0
984,35.61772172631234,377.20096634182295,507.6471214478749,"Lhx2-, HnF4a-",2
985,33.28823595129036,379.62149480504974,569.2930398838118,"Lhx2-, HnF4a-",2
986,34.453803965686966,398.52411756433696,757.8519195612431,"Lhx2-, HnF4a-",2
987,32.165935380933384,435.6568607897886,721.709912245712,"Lhx2-, HnF4a-",2
989,35.32283464566929,0.1181102362204724,190.251968503937,"Lhx2-, HnF4a-",2
990,34.30126849894292,2.2637420718816066,424.196088794926,"Lhx2-, HnF4a-",2
991,32.054794520547944,2.4566210045662102,626.5570776255707,"Lhx2-, HnF4a+",1
992,35.46067415730337,10.271910112359553,755.6719101123596,"Lhx2-, HnF4a-",2
993,36.93975903614458,66.06024096385542,521.2048192771084,"Lhx2+, HnF4a-",0
994,37.5521592821088,88.75630959057767,421.7678070667415,"Lhx2-, HnF4a-",2
995,34.78639635669164,138.11003378874688,566.9083296606434,"Lhx2-, HnF4a-",2
996,37.0163382179552,159.90870810173487,314.8249957891191,"Lhx2-, HnF4a+",1
997,35.07823192158313,164.04753097836138,173.48455705566855,"Lhx2-, HnF4a-",2
999,35.76308577692519,233.37695258975063,196.12304741024937,"Lhx2-, HnF4a-",2
1000,37.18590240123935,236.28543764523624,771.8483733539891,"Lhx2-, HnF4a-",2
1002,34.68336993411859,272.59093631463367,644.944100618886,"Lhx2-, HnF4a-",2
1003,35.480868508958395,280.9016094746432,97.4026723352566,"Lhx2-, HnF4a-",2
1004,36.3989646100314,292.1065942459476,787.2914368157515,"Lhx2+, HnF4a-",0
1005,35.44741379310345,324.8060344827586,268.5287356321839,"Lhx2-, HnF4a-",2
1006,34.927804039535886,332.6714654061023,494.2902879243661,"Lhx2-, HnF4a-",2
1007,26.550234849352734,343.8892198419063,95.17401764234162,"Lhx2+, HnF4a-",0
1008,35.40100055586437,351.6651473040578,545.0753752084491,"Lhx2-, HnF4a-",2
1009,35.38215376444031,418.2285221086177,619.2379498074625,"Lhx2-, HnF4a-",2
1010,35.13720260322202,443.8992851808386,381.5180838578897,"Lhx2-, HnF4a+",1
1011,34.014521671655025,467.8885932823412,572.6592395521561,"Lhx2+, HnF4a-",0
1012,33.61314028737523,471.450696501042,526.7885269277175,"Lhx2+, HnF4a-",0
1013,36.13148503980237,3.3516332692835573,388.4402964589624,"Lhx2-, HnF4a-",2
1014,34.58510638297872,24.670212765957448,797.2978723404256,"Lhx2-, HnF4a-",2
1015,35.87085341650128,19.64091295718741,418.48851715338816,"Lhx2-, HnF4a-",2
1016,36.38067312595614,28.70729219785824,234.72488526262111,"Lhx2-, HnF4a-",2
1017,36.04284176533908,29.33606027987083,169.194617868676,"Lhx2-, HnF4a-",2
1018,36.77157636809148,52.18785733732644,359.41791451129865,"Lhx2-, HnF4a-",2
1019,35.81652542372881,66.40466101694915,404.5014830508474,"Lhx2-, HnF4a-",2
1020,36.507351669261375,106.7915585538834,700.0732572219339,"Lhx2+, HnF4a-",0
1021,36.58685612788632,106.13463587921848,115.21989342806394,"Lhx2-, HnF4a-",2
1022,33.994713298088655,159.4908499389996,652.942252948353,"Lhx2-, HnF4a-",2
1023,35.725796075908654,163.6313927307816,270.73464136378254,"Lhx2-, HnF4a-",2
1024,36.65414972494619,171.5843099736905,52.70055010762975,"Lhx2-, HnF4a-",2
1025,35.582858161083394,186.80648610121168,11.210441910192444,"Lhx2-, HnF4a-",2
1026,36.83309049700502,195.0628136635908,383.2408936376882,"Lhx2-, HnF4a-",2
1027,36.35801118405057,212.1384634087041,218.8926574276684,"Lhx2-, HnF4a-",2
1028,36.11827539328025,222.81277918042332,692.2973392891823,"Lhx2-, HnF4a-",2
1029,35.37073742540495,286.09409633418585,207.16133844842284,"Lhx2-, HnF4a-",2
1030,36.41543513957307,287.71855500821016,363.9483579638752,"Lhx2-, HnF4a-",2
1031,35.95396882928598,288.58209496194274,269.11054729974626,"Lhx2-, HnF4a-",2
1032,36.3430501930502,309.2256756756757,569.2613899613899,"Lhx2-, HnF4a-",2
1033,35.81207537495193,310.90321753621333,421.3279066786309,"Lhx2-, HnF4a-",2
1034,35.9695796460177,352.3825221238938,164.57123893805309,"Lhx2-, HnF4a-",2
1035,36.92839913672718,357.1371080360543,493.736955693792,"Lhx2-, HnF4a-",2
1036,36.31465284526509,357.9802397149336,193.65295324479,"Lhx2-, HnF4a+",1
1037,33.91980774095624,423.27422210979006,319.97596761952946,"Lhx2+, HnF4a-",0
1038,36.27378837858412,476.0735853844202,431.6551636640447,"Lhx2-, HnF4a-",2
1039,34.49024640657084,493.52592402464063,514.7597535934292,"Lhx2-, HnF4a-",2
1040,37.46610696517413,3.180348258706468,465.4959577114428,"Lhx2-, HnF4a-",2
1041,35.93341604631927,40.01674937965261,192.28101736972704,"Lhx2-, HnF4a-",2
1042,36.85062439961576,51.15177713736792,629.0603586295229,"Lhx2-, HnF4a-",2
